id,user1_id,user2_id
209,285456,329089
210,329779,289171
211,136015,265280
212,490481,20078
213,458903,411102
214,342005,552046
215,246417,239851
216,141983,570524
217,165523,92919
218,479008,341966
219,579820,494352
220,40983,504603
221,173894,17082
222,135708,135618
223,99814,579143
224,572598,14531
225,310482,408576
226,100089,194197
227,29234,439922
228,515795,74037
229,529076,310304
230,563045,125681
231,579602,452718
232,73024,577246
233,100832,202694
234,551508,162387
235,546626,95325
236,258374,246141
237,47708,496140
238,485532,270703
239,496881,445429
240,539313,133510
241,492543,119381
242,183301,556180
243,42852,280704
244,370260,148968
245,104080,496312
246,576955,338403
247,209974,174550
248,24457,297087
249,21916,361011
250,21712,549479
251,548015,303371
252,224694,253524
253,106610,412933
254,341834,388407
255,359162,327701
256,152338,335034
257,216789,143009
258,420606,3341
259,386901,273406
260,477242,416864
261,425108,366596
262,69856,25642
263,133779,71344
264,263681,211642
265,36936,32835
266,225705,253000
267,325264,579100
268,298618,311460
269,261500,190812
270,278423,149266
271,19241,352329
272,311782,475184
273,241529,387977
274,340145,302820
275,283072,62876
276,155782,68240
277,527382,240890
278,554582,219730
279,433474,234547
280,350134,514423
281,160196,308001
282,139242,87864
283,290926,340162
284,157374,103857
285,159925,493268
286,464381,482677
287,401292,486882
288,290057,477523
289,426136,340981
290,384656,452202
291,126721,380295
292,310199,555404
293,359012,532608
294,310343,116124
295,149567,522777
296,22870,391242
297,429850,86554
298,270167,573750
299,484077,125835
300,401056,377816
301,398501,192497
302,511267,463259
303,476384,471920
304,467304,559164
305,153189,529680
306,527574,353131
307,571650,316164
308,88741,533086
309,191513,509077
310,278834,205936
311,205817,565553
312,542940,263357
313,164971,251466
314,419434,227016
315,286745,132614
316,53497,226633
317,446510,54739
318,446886,169664
319,128421,373070
320,76484,357606
321,190333,540588
322,264081,584111
323,93903,455361
324,134611,329472
325,131820,24934
326,514323,194191
327,208895,8317
328,252499,69315
329,390528,569977
330,574494,360568
331,442029,367111
332,411115,279229
333,559230,271834
334,582569,23236
335,198464,428368
336,464211,535438
337,183425,178223
338,268822,498292
339,424793,308218
340,375882,426371
341,566149,529346
342,25800,140957
343,342150,580499
344,379231,325627
345,22749,207834
346,454136,356561
347,233112,326392
348,303033,31547
349,563652,30621
350,578424,8954
351,255289,400359
352,269155,28346
353,123198,417464
354,177736,282873
355,217160,400602
356,438360,386265
357,415085,472188
358,222437,114836
359,155016,289196
360,551892,458886
361,530774,499273
362,152059,80471
363,512102,16896
364,551047,500354
365,108151,286514
366,411357,314786
367,370610,494541
368,235247,237835
369,95456,217106
370,405136,83711
371,578635,366148
372,480547,548746
373,365337,171209
374,440675,253715
375,248897,241141
376,317774,485041
377,486963,211899
378,233208,485029
379,188132,43822
380,537440,520275
381,106006,583171
382,169657,66001
383,520878,360570
384,328233,545967
385,353175,73287
386,252504,69508
387,275924,134244
388,24556,369572
389,560960,468302
390,339881,77440
391,375016,114392
392,570157,158977
393,200780,251888
394,60814,419164
395,122210,136646
396,487413,233141
397,404594,396992
398,128499,205485
399,171870,137285
400,462590,276800
401,230221,265798
402,146699,420484
403,402600,380740
404,165508,86713
405,84953,217110
406,574299,498796
407,183973,482635
408,242107,537844
409,388083,245160
410,405009,49714
411,153482,231256
412,72894,76478
413,55097,56082
414,472808,497081
415,142069,119128
416,13009,331716
417,40731,356375
418,46640,108129
419,423134,267614
420,434402,279683
421,509884,28899
422,421217,219739
423,511003,393339
424,317601,203203
425,103319,537969
426,284976,218712
427,453537,102227
428,316066,536313
429,101674,24744
430,199909,112541
431,539339,227053
432,212614,343141
433,57783,539131
434,329656,414718
435,578517,44902
436,18140,16470
437,153486,532361
438,39534,273893
439,123364,558798
440,492026,423668
441,366481,510540
442,362280,558824
443,217568,370578
444,20015,263402
445,361466,186042
446,41716,438307
447,397609,68584
448,73180,506738
449,342650,474678
450,226539,224078
451,268021,226741
452,24424,63600
453,432175,542793
454,577798,277922
455,8721,53108
456,234595,296314
457,44896,348392
458,388252,278466
459,197738,446387
460,203730,2477
461,520753,488814
462,146489,267003
463,134567,531577
464,291957,103349
465,181147,331781
466,69804,285080
467,338205,563294
468,145283,68779
469,10011,274085
470,426928,238140
471,372897,13709
472,554418,332559
473,560561,451565
474,59183,417556
475,161697,237796
476,501541,93236
477,285458,170533
478,223904,510226
479,73543,198741
480,346055,19776
481,40425,267352
482,542142,568439
483,186361,449035
484,149082,316197
485,340288,489245
486,325328,68341
487,24978,415848
488,568572,239962
489,357617,118767
490,523361,289564
491,425686,317208
492,501298,121543
493,128336,37792
494,505606,251664
495,106960,254759
496,120222,497789
497,310669,292616
498,564300,184459
499,446489,510654
500,490111,302837
501,444561,296530
502,224153,98909
503,61165,514072
504,14726,364901
505,419962,291092
506,52247,331100
507,408036,57728
508,358484,301886
509,436883,405084
510,125045,244245
511,549123,373299
512,305194,461943
513,220376,441206
514,62223,335082
515,430717,577669
516,534958,170362
517,453973,145845
518,260591,490213
519,569597,184821
520,222701,398136
521,467933,80851
522,419400,253291
523,531391,255392
524,571974,18596
525,540232,160006
526,88237,546056
527,388730,265302
528,324631,123705
529,470202,318274
530,28017,103792
531,326125,387335
532,271102,547413
533,179061,219995
534,253671,233020
535,23101,221033
536,398272,518197
537,145753,179459
538,507526,229929
539,548203,369582
540,55195,148327
541,404246,511030
542,14959,122398
543,107123,26271
544,390381,366864
545,332645,397810
546,578982,482618
547,271066,225342
548,536222,31823
549,65423,415238
550,518854,566780
551,346545,149083
552,343279,236647
553,352794,461597
554,373413,244966
555,493799,395954
556,438889,172258
557,287522,417651
558,343261,517030
559,456331,489652
560,481122,78503
561,6674,391280
562,353920,186230
563,81916,550419
564,343724,131213
565,280015,39420
566,435613,572391
567,426237,270627
568,267547,526942
569,266928,39744
570,255089,423044
571,189997,210705
572,113856,192973
573,492624,226620
574,221890,553564
575,391594,63289
576,494028,510070
577,304282,95194
578,491949,44467
579,380050,163344
580,165569,305815
581,485754,106248
582,42584,338270
583,214283,458603
584,349241,26187
585,7311,400315
586,195352,574759
587,239565,565138
588,295120,164657
589,333382,162333
590,567714,422255
591,223447,541004
592,357098,318804
593,229097,113228
594,499526,170230
595,122438,301403
596,97002,390503
597,118710,391163
598,68760,132194
599,340442,349269
600,91405,524475
601,482264,339982
602,227722,388094
603,237641,397733
604,406563,420679
605,157257,548464
606,571185,284661
607,477451,322851
608,478398,521189
609,554052,259872
610,84344,291917
611,203134,170843
612,195200,153929
613,109325,234494
614,332283,44273
615,373733,140312
616,343672,11614
617,47809,52258
618,368614,192537
619,580236,580924
620,91659,569365
621,171277,579127
622,477233,337020
623,249783,346260
624,501775,158082
625,408977,465845
626,487981,341830
627,420123,444012
628,536985,455085
629,402231,548857
630,44007,348643
631,58574,268416
632,486815,77844
633,216756,239554
634,355742,108513
635,43126,557932
636,112669,551237
637,389931,470763
638,188576,503444
639,71286,243223
640,360411,487277
641,21345,266613
642,526910,371064
643,334272,381367
644,149334,235783
645,162574,115150
646,390784,133297
647,238481,271038
648,278482,229326
649,179014,583761
650,220211,271325
651,388167,418489
652,466397,430301
653,40912,575767
654,288992,22834
655,18352,475274
656,237145,216250
657,537718,199511
658,357342,329702
659,242886,306550
660,579020,84937
661,422472,565196
662,113034,224072
663,170648,515821
664,284136,302095
665,532578,45077
666,140824,495196
667,7318,506634
668,431132,110144
669,6456,580266
670,89670,80975
671,557119,3540
672,505270,143198
673,182599,285343
674,26819,62949
675,532867,103849
676,351160,57493
677,478348,61415
678,151631,409805
679,477169,415726
680,96371,425707
681,345060,41310
682,220829,283130
683,564026,133582
684,336795,392670
685,197206,187486
686,551234,55151
687,488044,42690
688,126031,370054
689,139707,192968
690,38075,487797
691,93430,402523
692,74950,167428
693,558988,313799
694,357153,470711
695,307903,216893
696,74764,98613
697,138429,400821
698,266024,456927
699,374676,130815
700,46111,150789
701,46446,429170
702,425233,280374
703,21117,290635
704,264892,463547
705,556745,224741
706,318358,456135
707,434378,57610
708,239918,376738
709,90962,39510
710,139077,178658
711,209346,334864
712,499957,442753
713,449699,546307
714,68409,119354
715,522200,353467
716,424859,201038
717,88682,285600
718,158245,100114
719,111206,10037
720,126774,174191
721,191550,24569
722,180526,288458
723,362051,473515
724,130822,535443
725,191477,316116
726,216354,487546
727,576741,526217
728,377573,281168
729,141388,464437
730,474034,530416
731,578205,309322
732,535947,274530
733,26521,422019
734,216237,76238
735,581424,240991
736,569164,5392
737,231989,329907
738,73050,177538
739,558744,52210
740,507047,91630
741,80376,531567
742,363356,420613
743,127868,555796
744,163842,191654
745,564958,530293
746,399679,319538
747,241232,55237
748,147853,110229
749,490408,279245
750,190456,290420
751,318405,191974
752,333823,136201
753,385573,54393
754,535005,203375
755,164617,54727
756,124031,288555
757,457187,58277
758,166584,569826
759,536673,169792
760,47388,4732
761,214530,22836
762,501136,313137
763,283287,247774
764,420825,566824
765,142159,525569
766,580194,354972
767,256587,21385
768,463038,40898
769,568217,357098
770,207341,572319
771,88357,398519
772,367437,378318
773,364319,83191
774,122719,61422
775,213915,365695
776,508614,571296
777,196802,526481
778,204681,65291
779,569175,158040
780,372657,176399
781,312837,54758
782,142770,558202
783,149879,323544
784,142458,343270
785,142862,168275
786,489762,48657
787,172068,581863
788,529618,46439
789,390340,192374
790,203543,153443
791,554898,312305
792,235489,274006
793,407518,122901
794,285521,208006
795,436874,280233
796,399787,558368
797,506610,88593
798,440686,525302
799,373189,510334
800,85454,97097
801,55862,515790
802,69153,116028
803,564546,322717
804,350631,333869
805,13247,184796
806,142600,156001
807,43944,270311
808,84924,461921
809,247800,41152
810,216899,438216
811,75231,552916
812,263189,109064
813,43829,325604
814,576352,573800
815,123290,533456
816,496865,337005
817,281299,477308
818,504545,436373
819,400984,37742
820,442267,196424
821,172514,578634
822,387234,434355
823,207145,88041
824,58483,19546
825,472737,167483
826,508721,579835
827,218430,57334
828,168527,148327
829,411351,398816
830,418717,164236
831,516142,363857
832,88630,371019
833,337912,497927
834,106503,205688
835,178742,199036
836,234706,29200
837,578367,458226
838,386714,245718
839,161079,81872
840,346460,417057
841,39724,105111
842,150996,343060
843,306529,464749
844,90279,214275
845,190833,145178
846,247163,65886
847,531944,124662
848,79477,417142
849,151645,104719
850,202411,360963
851,466884,324736
852,87904,348135
853,469793,370890
854,42361,363791
855,56872,582185
856,354183,165533
857,304912,265910
858,127007,322266
859,527855,73141
860,522467,160567
861,373844,356455
862,354657,478868
863,93950,112881
864,535054,350196
865,192775,297083
866,584548,137169
867,400410,132861
868,561549,501826
869,556857,256560
870,349859,5414
871,344471,501244
872,22763,418030
873,198078,348423
874,125718,326460
875,265820,77692
876,395099,77958
877,65846,410229
878,468616,584017
879,317293,506708
880,550330,214747
881,192411,412139
882,404071,450801
883,551137,3297
884,416443,409296
885,158986,355263
886,445849,128903
887,356971,571196
888,205807,583435
889,166897,334635
890,292479,44428
891,475662,474096
892,214695,391377
893,569550,244419
894,584724,36641
895,84754,515076
896,381050,297363
897,72993,488860
898,521495,40435
899,370373,403168
900,55111,148855
901,242673,59022
902,576096,355818
903,509148,576682
904,377978,366831
905,67779,292349
906,313780,308313
907,123402,402354
908,17893,299904
909,337942,313917
910,454734,529392
911,561195,55307
912,426892,59259
913,278595,203911
914,388332,399012
915,490619,70518
916,121027,395721
917,123425,50267
918,300733,118277
919,503869,208958
920,525314,108755
921,52943,364968
922,246850,110077
923,555712,447901
924,579115,292182
925,406527,457717
926,479412,484714
927,4061,549789
928,503685,71053
929,60294,28208
930,241247,233470
931,334216,518558
932,255393,443719
933,358140,272999
934,18748,337646
935,578096,289273
936,368241,347451
937,24193,162914
938,174031,203443
939,434696,269807
940,570339,64779
941,8569,498835
942,535414,436359
943,299728,438490
944,509504,83145
945,561772,151746
946,123121,478069
947,138688,416020
948,187754,393822
949,572151,569765
950,157369,280232
951,482351,418598
952,582884,523650
953,526815,14963
954,542293,190483
955,166557,110525
956,379133,435697
957,180120,250192
958,534541,403370
959,186396,417179
960,227724,107059
961,114420,24285
962,528624,577
963,71731,374382
964,119406,361270
965,304811,475414
966,183731,401953
967,370747,123366
968,118177,294522
969,318288,50319
970,530548,172449
971,392454,210560
972,90421,3187
973,583994,36185
974,453017,200056
975,268121,128859
976,235063,342371
977,138233,255348
978,91157,574867
979,299212,355750
980,323200,477709
981,208965,497969
982,399727,523780
983,579257,106787
984,573282,534751
985,447566,90585
986,172005,106468
987,301383,409542
988,359259,448361
989,93750,374146
990,480496,151502
991,32916,388798
992,554441,62811
993,12492,70094
994,660,2901
995,205406,585244
996,309171,562540
997,524242,571827
998,70478,245195
999,229037,55795
1000,322382,7707
1001,81096,454040
1002,123111,382629
1003,267228,280188
1004,280216,56563
1005,155520,107097
1006,7610,582301
1007,11606,271447
1008,556634,25133
1009,135863,291617
1010,174508,63388
1011,514484,457050
1012,165507,72369
1013,310025,85133
1014,522435,350181
1015,565108,339546
1016,75450,335270
1017,218294,183523
1018,336523,205708
1019,571952,467053
1020,389241,534812
1021,22297,216210
1022,517739,504046
1023,57533,451251
1024,196819,387397
1025,483247,212891
1026,471496,434105
1027,117615,584051
1028,165137,261179
1029,375509,303670
1030,542901,120751
1031,179214,362482
1032,496488,68936
1033,483568,346857
1034,213093,253353
1035,561734,203346
1036,149822,87592
1037,33605,234529
1038,324508,530253
1039,366648,14677
1040,148667,384807
1041,98585,211562
1042,506150,117246
1043,186092,199470
1044,57851,69125
1045,287151,28633
1046,423355,51143
1047,16600,207092
1048,5816,336218
1049,497983,50973
1050,438478,446276
1051,36195,80220
1052,4467,169971
1053,562558,520198
1054,437186,255571
1055,482153,420341
1056,62360,241452
1057,490485,222137
1058,313664,321387
1059,221486,389675
1060,31676,253114
1061,329623,483400
1062,1561,401319
1063,412230,259466
1064,415878,39066
1065,545997,152704
1066,126929,382
1067,62548,241013
1068,533126,254115
1069,425405,217880
1070,245587,399468
1071,140370,361354
1072,319471,57312
1073,130550,121713
1074,474767,548290
1075,275196,139644
1076,487344,164051
1077,143326,111963
1078,212307,534757
1079,243188,345512
1080,266232,249049
1081,230643,318662
1082,299849,398442
1083,572290,243624
1084,195249,317999
1085,111247,368167
1086,31214,415377
1087,145457,235922
1088,27439,460891
1089,3934,82138
1090,305912,476068
1091,460316,206937
1092,227123,218855
1093,453577,63199
1094,326295,472977
1095,552903,317107
1096,346187,208870
1097,542909,141868
1098,38385,126943
1099,469548,177354
1100,481512,34103
1101,53360,521504
1102,313607,45344
1103,46180,174924
1104,4270,445724
1105,278877,576461
1106,363598,117489
1107,29573,370427
1108,501509,441574
1109,278933,162569
1110,47929,340056
1111,503689,176676
1112,31160,38451
1113,138517,95227
1114,123294,182795
1115,368190,161027
1116,127046,246133
1117,188403,477589
1118,153858,145799
1119,181761,317032
1120,307056,454644
1121,14172,9674
1122,175539,168560
1123,189462,133045
1124,194243,330003
1125,284292,41477
1126,343418,559735
1127,466638,207584
1128,375779,491611
1129,97442,214981
1130,214670,279434
1131,515847,361209
1132,450398,472858
1133,241022,115352
1134,532792,340886
1135,541865,410862
1136,200172,541251
1137,309918,158547
1138,11173,109772
1139,541386,344585
1140,484570,341836
1141,504184,5134
1142,214100,74700
1143,580099,176821
1144,369515,411632
1145,43658,179223
1146,308710,238771
1147,448384,481623
1148,362040,406666
1149,227260,314301
1150,550,118946
1151,148565,85787
1152,122622,375927
1153,495637,276744
1154,443825,173752
1155,238386,63052
1156,445214,136229
1157,374899,483124
1158,64899,256156
1159,160658,153458
1160,221455,452635
1161,539091,443259
1162,9816,409397
1163,276618,318119
1164,389425,39989
1165,3155,37928
1166,300346,439902
1167,499701,1574
1168,169091,94171
1169,460547,64306
1170,579612,72587
1171,305815,28403
1172,124163,114258
1173,147106,244475
1174,422566,407210
1175,305088,431749
1176,71835,394632
1177,122691,492297
1178,192872,548749
1179,45876,247278
1180,212034,285763
1181,514057,335222
1182,45189,95050
1183,189363,179110
1184,259364,375142
1185,231704,564619
1186,476301,501731
1187,320907,76176
1188,551778,224640
1189,47330,87399
1190,53443,3112
1191,332704,413879
1192,561620,264053
1193,193015,270186
1194,199375,370021
1195,231459,352493
1196,331215,431452
1197,62694,34096
1198,112626,35708
1199,376973,484448
1200,117165,255813
1201,347469,583080
1202,182334,200487
1203,127923,22395
1204,75852,136064
1205,48916,471863
1206,193978,549755
1207,342779,143180
1208,250591,102994
1209,216061,311971
1210,148521,197496
1211,110536,558744
1212,315665,92184
1213,250304,137487
1214,430538,550981
1215,306426,579608
1216,371869,13694
1217,302320,217156
1218,378749,158308
1219,276525,460847
1220,306623,12765
1221,173663,199387
1222,577350,399778
1223,486432,446431
1224,311800,156389
1225,319459,89356
1226,522082,368597
1227,90693,237935
1228,77769,72545
1229,98070,324051
1230,353761,149659
1231,388888,429075
1232,450669,260424
1233,328354,242201
1234,451187,360410
1235,17502,336595
1236,292632,233515
1237,235312,582550
1238,560745,9109
1239,293513,197950
1240,184678,366117
1241,68166,474447
1242,146300,152051
1243,182210,419705
1244,49746,469415
1245,8289,579498
1246,472568,216274
1247,482574,250877
1248,198762,509494
1249,524094,354731
1250,574108,324158
1251,355729,21415
1252,550869,440448
1253,21061,453071
1254,370186,506777
1255,264478,233643
1256,375514,555784
1257,232626,271278
1258,465204,553555
1259,555160,581279
1260,435763,277635
1261,269715,230842
1262,539605,335083
1263,117283,389051
1264,291025,582981
1265,203393,76312
1266,198092,309272
1267,390426,189573
1268,295551,504262
1269,5167,28196
1270,65457,4659
1271,496226,546251
1272,397132,97469
1273,531910,100534
1274,139952,79338
1275,404255,461590
1276,430740,58059
1277,320812,508263
1278,16967,284492
1279,242556,452109
1280,242847,106150
1281,262788,573411
1282,166416,101456
1283,117230,511590
1284,387794,39234
1285,315332,219756
1286,102950,438746
1287,44027,550186
1288,560290,8167
1289,436571,546014
1290,502451,101250
1291,407993,47785
1292,456086,86614
1293,35905,566622
1294,319459,143174
1295,445062,454235
1296,354022,571207
1297,500116,314047
1298,179859,52903
1299,228575,409006
1300,197180,349879
1301,126621,105581
1302,148302,95778
1303,175884,182897
1304,522177,549729
1305,97021,511924
1306,271307,933
1307,491372,198927
1308,10396,560104
1309,372512,185963
1310,175876,494406
1311,42170,392427
1312,86882,172012
1313,540305,53362
1314,351299,313972
1315,233266,156097
1316,440647,562445
1317,334831,380716
1318,492889,494419
1319,542797,98835
1320,512269,203389
1321,533703,527213
1322,55876,344499
1323,202819,536326
1324,23289,580167
1325,26187,164435
1326,9526,353990
1327,172865,24752
1328,300171,218309
1329,498434,119022
1330,569555,540697
1331,333247,457680
1332,525582,545519
1333,326409,512301
1334,60531,220837
1335,551392,496004
1336,494192,327519
1337,409068,383891
1338,550718,363517
1339,116323,350292
1340,291541,25386
1341,431232,427603
1342,380697,533801
1343,246719,321860
1344,412442,320021
1345,461648,582269
1346,390120,450499
1347,99143,185018
1348,439576,259876
1349,370523,85869
1350,337054,340581
1351,553622,193138
1352,206530,28071
1353,8832,152746
1354,304971,366514
1355,445270,112319
1356,520352,357398
1357,167087,500685
1358,200364,529699
1359,517268,31343
1360,419766,41531
1361,419009,131635
1362,206349,420979
1363,115305,385000
1364,87675,4478
1365,147185,124115
1366,571832,85884
1367,422764,55608
1368,143232,522633
1369,429842,555705
1370,377198,50410
1371,411008,309012
1372,543363,75332
1373,352680,540927
1374,288597,146647
1375,231278,458397
1376,473094,459200
1377,584651,72311
1378,143005,459200
1379,167989,290267
1380,513121,441332
1381,297829,262528
1382,306816,347141
1383,446250,62376
1384,48828,431273
1385,540713,417637
1386,20204,252008
1387,343127,503782
1388,309048,476400
1389,198395,425969
1390,552600,510700
1391,329784,293632
1392,48778,415320
1393,361741,425089
1394,328775,276341
1395,206526,226127
1396,362090,462630
1397,305495,307516
1398,344085,34834
1399,449111,334987
1400,323120,288996
1401,460713,252283
1402,366799,54521
1403,432546,305919
1404,345323,289439
1405,26296,32523
1406,437768,213416
1407,175726,400000
1408,534095,180566
1409,309179,429338
1410,418864,291650
1411,429060,504293
1412,95290,265490
1413,56293,354026
1414,440490,145331
1415,341031,212736
1416,122286,91279
1417,514930,162337
1418,198616,38230
1419,101762,329610
1420,183365,335693
1421,445682,517106
1422,278114,129373
1423,105206,286536
1424,229875,121648
1425,255603,350734
1426,158236,230724
1427,685,364382
1428,20808,277704
1429,261947,301121
1430,6742,74356
1431,39974,427189
1432,420653,199824
1433,300405,73118
1434,156839,484480
1435,14563,355156
1436,127263,198850
1437,349677,67392
1438,258666,504510
1439,366341,43898
1440,135266,99637
1441,333969,371594
1442,32002,407061
1443,207147,307955
1444,537271,122743
1445,81002,546700
1446,522083,561967
1447,338302,130974
1448,432183,71781
1449,91631,440425
1450,532133,551923
1451,143776,531720
1452,506687,427662
1453,254904,448449
1454,109041,26332
1455,513054,467622
1456,289586,389798
1457,205583,69163
1458,280912,289545
1459,288311,345108
1460,152911,151194
1461,413870,493377
1462,322635,463526
1463,547274,3390
1464,154845,124062
1465,562028,231878
1466,379965,166306
1467,549756,322712
1468,435835,187993
1469,250086,280247
1470,37390,427111
1471,39801,511249
1472,148941,207546
1473,560636,290876
1474,193471,252723
1475,132279,27437
1476,483497,130153
1477,474137,292456
1478,275951,134318
1479,347439,121610
1480,104645,58195
1481,58441,475655
1482,508530,183773
1483,351708,339758
1484,432193,39466
1485,470606,96465
1486,56271,558338
1487,465240,177528
1488,56625,312730
1489,481304,435952
1490,188095,305709
1491,117583,120502
1492,263363,289573
1493,88709,543331
1494,116303,532102
1495,322896,400080
1496,199741,157911
1497,539771,314507
1498,413975,265632
1499,466273,217783
1500,558170,394213
1501,137615,348088
1502,5603,542671
1503,359519,409360
1504,298120,279367
1505,390042,549980
1506,146273,126061
1507,403968,517630
1508,290062,111754
1509,528057,537889
1510,270572,341224
1511,234278,474941
1512,32660,220677
1513,197978,455518
1514,410571,485589
1515,535351,415247
1516,208883,450638
1517,171522,441885
1518,346145,488643
1519,401847,292558
1520,382399,460441
1521,459359,260043
1522,201893,413860
1523,513448,359739
1524,162409,206282
1525,403404,348826
1526,241950,235984
1527,369262,214094
1528,306292,55838
1529,191579,465254
1530,92449,19911
1531,547499,270113
1532,112430,393550
1533,437180,441937
1534,306200,435844
1535,249570,385378
1536,326618,114643
1537,446454,29548
1538,254417,35938
1539,168813,548442
1540,551041,124024
1541,481880,412931
1542,571428,222782
1543,498048,472105
1544,307743,409463
1545,76733,187904
1546,497166,106280
1547,547980,334149
1548,155839,161404
1549,283773,344608
1550,488358,518094
1551,446117,566842
1552,202806,481166
1553,28248,246030
1554,252617,342572
1555,413069,272464
1556,428041,528334
1557,252870,345960
1558,13329,349110
1559,214559,294421
1560,111630,537836
1561,498262,374615
1562,453930,454605
1563,502812,377778
1564,77136,543537
1565,83016,567823
1566,124462,407398
1567,472443,146385
1568,445342,451833
1569,135761,421508
1570,497574,330029
1571,531720,270
1572,6542,109997
1573,257935,276069
1574,464801,572627
1575,288987,468514
1576,171959,236404
1577,153567,161018
1578,147610,551797
1579,323351,478108
1580,525489,34368
1581,230696,318791
1582,465540,121224
1583,251133,299657
1584,490676,535807
1585,140975,68502
1586,372138,9686
1587,557799,39628
1588,371995,290853
1589,355916,392657
1590,239395,344031
1591,271125,233744
1592,219286,205086
1593,282198,317671
1594,85323,488774
1595,16828,400309
1596,121588,149278
1597,242412,440915
1598,332407,157709
1599,305863,311724
1600,492003,504794
1601,113208,339592
1602,456158,581942
1603,508783,549569
1604,44242,273301
1605,278031,315036
1606,340397,362062
1607,468144,509054
1608,34794,559254
1609,550428,193444
1610,415183,429160
1611,209223,501615
1612,186538,270341
1613,485450,107428
1614,314749,13898
1615,270397,69594
1616,199552,370633
1617,39563,415743
1618,151120,526786
1619,161720,430891
1620,579120,17877
1621,214835,489004
1622,313503,76414
1623,150674,30054
1624,407728,477213
1625,517240,387549
1626,236591,10729
1627,337122,44864
1628,583907,203364
1629,195211,404577
1630,243406,504766
1631,240101,41663
1632,543201,446674
1633,58316,285174
1634,238370,347938
1635,385938,414504
1636,172833,275553
1637,528619,309251
1638,317260,423395
1639,442047,262876
1640,216015,398577
1641,169218,296954
1642,548468,503835
1643,410086,435924
1644,191874,34490
1645,490068,242867
1646,245600,117842
1647,398896,105277
1648,10435,229004
1649,79996,34221
1650,1183,421854
1651,264080,211256
1652,406084,413444
1653,576270,46932
1654,383647,562694
1655,333339,179137
1656,255356,478089
1657,350523,324409
1658,280636,292019
1659,375764,445238
1660,488842,291528
1661,51204,467946
1662,258136,290512
1663,361103,415681
1664,333549,312568
1665,222451,536242
